Name,Genres,Episodes,Score,Cluster
Cinderella Girls Gekijou: Kayou Cinderella Theater 3rd Season,"Comedy, Slice of Life",7.0,6.33,4
Sarazanmai,"Action, Fantasy, Supernatural",11.0,7.49,4
Tensei shitara Slime Datta Ken,"Action, Adventure, Comedy, Fantasy",24.0,8.14,4
Donten ni Warau x Mameshiba,Comedy,1.0,5.02,4
Wakaokami wa Shougakusei!,"Comedy, Slice of Life, Supernatural",24.0,6.6,4
Carole & Tuesday,"Drama, Sci-Fi",24.0,7.87,4
Revisions,"Action, Sci-Fi",12.0,6.03,4
Ingress the Animation,"Action, Mystery, Sci-Fi",11.0,6.28,3
Psycho-Pass: Sinners of the System Case.1 - Tsumi to Batsu,"Action, Sci-Fi",1.0,7.14,4
Psycho-Pass: Sinners of the System Case.2 - First Guardian,"Action, Sci-Fi",1.0,7.47,4
Psycho-Pass: Sinners of the System Case.3 - Onshuu no Kanata ni＿＿,"Action, Sci-Fi",1.0,7.72,4
Hyakuren no Haou to Seiyaku no Valkyria,Fantasy,12.0,5.69,4
Karakuri Circus,"Action, Adventure, Drama, Mystery",36.0,7.14,4
Ladyspo,"Action, Comedy, Sci-Fi",12.0,3.06,4
Strike the Blood III,"Action, Fantasy, Supernatural, Ecchi",10.0,7.01,4
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,"Drama, Romance, Supernatural",13.0,8.24,3
Boogiepop wa Warawanai (2019),"Avant Garde, Drama, Horror, Mystery, Supernatural",18.0,7.07,4
A Woman in a Fashion Building,Avant Garde,1.0,4.31,4
Time on the Planet,Avant Garde,1.0,4.63,4
Kyoto Teramachi Sanjou no Holmes,"Drama, Mystery",12.0,6.73,4
Hina no Uta,UNKNOWN,1.0,5.61,4
Oi Pii-tan!!,UNKNOWN,1.0,4.51,4
Houkago no Yuutousei,Hentai,3.0,6.87,4
Kishuku Gakkou no Juliet,"Action, Comedy, Romance",12.0,7.45,4
Cardfight!! Vanguard (2018),Action,52.0,6.71,4
Ongaku Shoujo (TV),Slice of Life,12.0,5.99,3
Bean Bandit,"Action, Comedy",1.0,5.1,4
Duel Masters!,"Action, Adventure, Comedy, Fantasy",51.0,5.68,4
Muhyo to Rouji no Mahouritsu Soudan Jimusho,"Mystery, Supernatural",12.0,6.71,4
"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari! Season 2","Comedy, Drama, Mystery",23.0,7.16,4
Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,"Action, Comedy, Sci-Fi",14.0,8.88,4
Steins;Gate 0: Kesshou Takei no Valentine - Bittersweet Intermedio,Comedy,1.0,7.21,4
Double Decker! Doug & Kirill,"Action, Comedy, Sci-Fi",13.0,6.82,4
Irozuku Sekai no Ashita kara,"Drama, Fantasy, Romance",13.0,7.52,3
Black Fox,Action,1.0,6.69,4
Hug tto! Precure♡Futari wa Precure Movie: All Stars Memories,"Action, Fantasy",1.0,7.64,4
Mob Psycho Mini,Comedy,6.0,6.45,4
Grancrest Senki: Tsuisou,"Action, Fantasy",1.0,6.55,4
Legend of Lemnear: Kyokuguro no Tsubasa Valkisas Pilot Film,"Action, Adventure",1.0,5.3,4
Red,Sci-Fi,1.0,6.36,4
W'z,Action,13.0,5.53,4
Mob Psycho 100 II,"Action, Comedy, Supernatural",13.0,8.8,3
Kedamono Damono,UNKNOWN,1.0,6.01,4
Made in Abyss Movie 1: Tabidachi no Yoake,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",1.0,8.16,3
Made in Abyss Movie 2: Hourou Suru Tasogare,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",1.0,8.37,3
City Hunter Movie: Shinjuku Private Eyes,"Action, Comedy, Mystery",1.0,7.44,3
Happy Sugar Life,"Drama, Girls Love, Horror",12.0,6.79,4
Dororo,"Action, Adventure, Supernatural",24.0,8.24,3
Vinland Saga,"Action, Adventure, Drama",24.0,8.74,3
Pet,"Mystery, Supernatural",13.0,6.44,4
Babylon,"Mystery, Suspense",12.0,6.74,3
Nameless Flipbook,Avant Garde,1.0,5.07,4
Decadence: Remix,UNKNOWN,1.0,5.09,4
Miyako,UNKNOWN,1.0,5.91,4
Suicide Ballad,"Drama, Supernatural",1.0,6.34,3
Random,UNKNOWN,1.0,5.51,4
Kurou Shiro,UNKNOWN,1.0,5.71,4
Sagashimono,UNKNOWN,1.0,5.43,4
Asunal Kanayama,Slice of Life,2.0,5.11,3
Sobakasu,UNKNOWN,1.0,5.71,4
Junai Rhapsody,UNKNOWN,1.0,5.5,4
Kami no Ue no Pilot,UNKNOWN,1.0,5.7,4
Kimi no Iru Basho,Sci-Fi,1.0,5.96,4
Kami nomi Kakushi,UNKNOWN,1.0,6.02,4
Iryou Keiei Consultant,Slice of Life,1.0,5.31,3
Bucket no Naka no Kaka,Fantasy,1.0,5.39,4
Amakage,Fantasy,1.0,5.17,4
Jirijiri Moyou no Ryuuryuu Tenten,Fantasy,1.0,5.49,4
Onikiri Shoujo,Action,1.0,4.86,4
Metroid Short Animation,Sci-Fi,1.0,5.93,4
Uchiko no Mama to Okaasan,Suspense,1.0,4.92,3
Gingirl,UNKNOWN,1.0,4.75,4
Onikiri Musume Saisen,Action,1.0,6.11,4
Minion,"Fantasy, Slice of Life",3.0,5.39,4
Bytheway Dance,UNKNOWN,1.0,5.68,4
Hangyakusei Million Arthur,"Action, Adventure, Fantasy",10.0,6.01,4
Akanesasu Shoujo,"Action, Sci-Fi",12.0,6.42,4
Robot Girls Neo,Comedy,3.0,5.63,4
Di Wang Gong Lue,"Adventure, Boys Love, Drama, Mystery",20.0,6.44,4
Wo de Ni Tian Shen Qi,"Adventure, Comedy, Fantasy, Romance, Supernatural",16.0,6.38,4
Sirius,"Action, Supernatural",12.0,6.98,4
Senjuushi,Action,12.0,4.89,4
Majutsushi Orphen Hagure Tabi,"Action, Adventure, Drama, Fantasy",13.0,5.83,4
Hibike! Euphonium Movie: Photo Session e Youkoso,Comedy,3.0,6.11,4
Planet With,"Action, Sci-Fi",12.0,7.16,4
Tonari no Kyuuketsuki-san,"Comedy, Supernatural",12.0,7.09,4
Bakumatsu,Action,12.0,5.7,4
Yarichin☆Bitch-bu,"Boys Love, Comedy, Erotica",2.0,6.15,4
Kaijuu Girls Kuro: Ultra Kaijuu Gijinka Keikaku,"Comedy, Fantasy",1.0,6.38,4
Lapis Re:LiGHTs,Fantasy,12.0,6.66,4
Denwa Kakumei Naisen,UNKNOWN,1.0,5.42,4
Ano Hi no Kanojo-tachi,Slice of Life,8.0,6.63,3
Devilman: Crybaby - Digest Eizou,"Action, Horror, Supernatural",1.0,6.1,4
Present (Music),UNKNOWN,1.0,5.53,4
Cardcaptor Sakura: Clear Card-hen Recap,"Adventure, Comedy, Fantasy, Romance",1.0,6.96,4
Poputepipikku TV Special,"Avant Garde, Comedy",2.0,7.33,4
Dakaretai Otoko 1-i ni Odosarete Imasu.,"Boys Love, Comedy, Drama, Romance",13.0,7.38,4
Phantom in the Twilight,"Action, Supernatural",12.0,6.42,4
Magatsu Wahrheit: Zuerst,"Action, Fantasy",12.0,6.55,4
Frame Arms Girl Movie: Kyakkya Ufufu na Wonderland,"Action, Sci-Fi, Slice of Life",1.0,5.81,4
Lord of Vermilion: Guren no Ou,"Action, Fantasy",12.0,5.35,4
Na mo Nai Mainichi,Drama,1.0,5.73,4
So Long!,UNKNOWN,1.0,5.7,4
Yume no Kawa,UNKNOWN,1.0,5.6,4
First Rabbit,UNKNOWN,1.0,5.63,4
Shounen to Mahou no Robot,Sci-Fi,1.0,5.96,4
Renai Saiban,Romance,1.0,6.49,4
Yumekui Shirokuro Baku,UNKNOWN,1.0,5.62,4
Nemurihime,UNKNOWN,1.0,5.49,4
Future Card Buddyfight Battsu: All-Star Fight,UNKNOWN,8.0,6.71,4
Hitoribocchi no Marumaru Seikatsu,"Comedy, Slice of Life",12.0,7.48,4
Meng Qi Shi Shen,"Comedy, Drama, Gourmet, Romance",12.0,7.28,4
CMFU Xueyuan: Wangzi Peng Peng Qiu,"Romance, Sports",24.0,5.97,4
Karakai Jouzu no Takagi-san: Water Slide,Comedy,1.0,7.52,4
Ninja Batman x Poputepipikku Kindan no Collab CM,UNKNOWN,1.0,5.84,4
Chiisana Eiyuu: Kani to Tamago to Toumei Ningen,"Action, Adventure, Award Winning, Drama, Fantasy",3.0,6.84,3
"""R100"" x Mameshiba Original Manners",Comedy,1.0,4.71,4
Lose It,UNKNOWN,3.0,5.28,4
Yin Yang Shi: Ping An Wu Yu,"Comedy, Slice of Life, Supernatural",12.0,6.16,4
Xiong Bing Lian,"Action, Mystery, Sci-Fi, Supernatural",33.0,5.95,4
Hataraku Oniisan! no 2!,Comedy,11.0,6.4,4
Fate/Extra: Last Encore - Illustrias Tendousetsu,"Action, Fantasy",3.0,6.51,4
Sword Gai The Animation Part II,"Action, Supernatural",12.0,5.74,4
Gakuen Basara,"Action, Comedy",12.0,6.18,4
Taimanin Yukikaze Special,"Action, Supernatural, Hentai",1.0,5.88,4
Shinya! Tensai Bakabon,"Comedy, Slice of Life",12.0,5.98,4
God Eater Reso Nantoka Gekijou: Nagerareta Shokupan,"Fantasy, Sci-Fi",1.0,5.67,4
Yoshida no Time Slip Fumai-kou,UNKNOWN,3.0,5.07,4
3-bu de Wakaru Koizumi Yakumo no Kaidan,"Horror, Supernatural",7.0,5.03,4
Medama Oyaji no April Fools',UNKNOWN,3.0,5.09,4
Neeko ga Vtuber Shite Mita,Slice of Life,4.0,5.42,3
Toji no Miko Recap,"Action, Fantasy",1.0,6.26,4
Overlord III,"Action, Adventure, Fantasy",13.0,7.92,4
Nanatsu-iro REALiZE,UNKNOWN,1.0,6.75,4
Onihei Pilot,UNKNOWN,1.0,5.82,4
Wakaokami wa Shougakusei! Movie,"Award Winning, Comedy, Slice of Life, Supernatural",1.0,7.5,4
The Starry Night,UNKNOWN,1.0,5.19,4
"Susume, Karolina.",UNKNOWN,1.0,6.27,4
Fure! Fure! Daijoubu!,UNKNOWN,1.0,5.61,4
Pa Para Papa,UNKNOWN,1.0,4.98,4
Daisuki na Mama,Hentai,2.0,6.58,4
Megalo Box Specials,"Sci-Fi, Sports",3.0,6.17,4
High School Fleet Movie,Action,1.0,7.64,4
Akuma no Kimuraa-hen,Supernatural,8.0,6.04,4
IDOLiSH7 Special Program: Kimi to Furikaeranai to!,Drama,1.0,6.7,4
Koi to Uso: Isshou no Koi/Koi no Kimochi,"Drama, Romance",1.0,6.45,4
Beelzebub-jou no Okinimesu mama.,"Comedy, Fantasy, Romance",12.0,7.23,4
"Oam Monogatari: Sono Natsu, Watashi ga Shitta koto",UNKNOWN,1.0,5.52,4
High School DxD Hero: Taiikukan-ura no Holy,"Action, Comedy, Romance, Ecchi",1.0,6.93,4
Uchi no Maid ga Uzasugiru!,"Comedy, Girls Love",12.0,6.88,4
Rokudou Juku,UNKNOWN,1.0,4.78,4
Akuma no Organ,Horror,1.0,4.83,4
Caligula,UNKNOWN,1.0,5.39,4
Aru Zombie Shoujo no Sainan,"Action, Horror, Supernatural, Suspense",1.0,5.33,4
Rang Wo Men Shao Ba,Comedy,2.0,5.7,4
Mu Wang Zhi Wang: Qi Lin Jue,"Action, Mystery, Romance",20.0,6.2,4
Future Card Shin Buddyfight,UNKNOWN,47.0,6.34,4
Bai Ye Ling Long,Romance,25.0,6.27,4
Chainsaw Maid Episode 0,"Comedy, Horror, Supernatural, Suspense",1.0,4.99,4
Isekai Cheat Magician,"Action, Adventure, Fantasy",12.0,5.46,4
Ame-iro Cocoa: Side G,"Comedy, Slice of Life",12.0,4.84,4
Wonder Gravity: Pino To Juuryoku Tsukai,Fantasy,1.0,5.54,4
Mecha-ude,"Action, Sci-Fi",1.0,6.77,4
Kidou Senshi Gundam NT,"Action, Drama, Sci-Fi",1.0,6.52,3
Kidou Senshi Gundam: Senkou no Hathaway,"Action, Drama, Sci-Fi",1.0,7.82,3
Aguu: Tensai Ningyou,"Action, Drama, Supernatural",12.0,5.4,4
Kiniitta Chitsu ni Ikinari Nakadashi OK na Resort-tou,Hentai,2.0,6.87,4
"Yuru Yuri,","Comedy, Girls Love",1.0,7.68,4
Slide,Sports,1.0,5.99,3
Kirari Kagayaku,"Romance, Slice of Life",1.0,6.01,4
"Chiisana Tayori, Ookina Tayori.",Drama,1.0,6.22,4
Pastel Life,Slice of Life,6.0,6.54,3
Yakusoku no Neverland,"Fantasy, Mystery, Sci-Fi, Suspense",12.0,8.51,3
Overlord: Ple Ple Pleiades 3,"Action, Comedy, Fantasy",13.0,6.81,4
Toki no Kousa,Avant Garde,1.0,6.07,4
Yagate Kimi ni Naru,"Drama, Girls Love, Romance",13.0,7.9,3
Space Bug,Adventure,26.0,5.87,4
Tenchi Muyou! Ryououki 3rd Season Picture Drama,"Comedy, Slice of Life",5.0,6.26,4
"Taisetsu na Kazoku wo Tsutsumu, Sono Te.",Slice of Life,1.0,6.0,3
Hanasu na★,Avant Garde,1.0,5.28,4
Tokyo Ghoul:re 2nd Season,"Action, Fantasy, Horror",12.0,6.43,4
Ongeki,Slice of Life,1.0,5.33,3
Shirobako Movie,"Comedy, Drama",1.0,7.67,4
Gunjou no Magmell,"Action, Adventure, Fantasy",13.0,6.1,4
Princess Principal: Crown Handler Movie 1,"Action, Mystery",1.0,7.52,4
Inazuma Eleven: Reloaded - Soccer no Henkaku,Sports,1.0,6.97,3
Niizuma Koyomi The Animation,Hentai,1.0,7.15,4
Osomatsu-san x Mameshiba,UNKNOWN,2.0,5.43,4
Douluo Dalu 2nd Season,"Action, Adventure, Fantasy, Supernatural",237.0,8.12,4
Conception,"Action, Comedy, Fantasy, Romance",12.0,4.6,4
Yukimi-ka no Nichijou wa Honwari de Shimeru,UNKNOWN,1.0,5.24,4
Osake wa Fuufu ni Natte kara: Yuzu Atsukan,"Comedy, Gourmet, Romance",1.0,7.06,4
Bokura no Nanokakan Sensou,"Action, Comedy, Drama",1.0,6.65,4
Sword Art Online Alternative: Gun Gale Online - Refrain,Action,1.0,6.55,4
Poputepipikku Specials,Comedy,3.0,5.92,4
"""Kiss Dekiru Gyoza"" x Mameshiba Movie",Comedy,2.0,4.64,4
Very! Merry!! Session!!!,UNKNOWN,1.0,5.28,4
Sanuki Eiga-sai Opening Eizou,Avant Garde,2.0,4.96,4
Aioi Ai oi,UNKNOWN,2.0,4.76,4
Hakyuu Houshin Engi Recap,"Adventure, Fantasy, Supernatural",1.0,5.09,4
Guilty Gear X,Action,1.0,5.71,4
Free! Movie 1: Timeless Medley - Kizuna - Character Butai Aisatsu,Comedy,4.0,6.83,4
Free! Movie 2: Timeless Medley - Yakusoku: Character Butai Aisatsu,Comedy,4.0,6.75,4
Free! Take Your Marks: Character Butai Aisatsu,Comedy,4.0,6.87,4
Diamond Fusion,UNKNOWN,1.0,7.19,4
Yinhun x KFC,Comedy,1.0,6.93,4
Pokemon: Aki no Special,"Action, Adventure, Fantasy",1.0,5.73,4
Uchuu Senkan Tiramisù Specials,"Comedy, Sci-Fi, Slice of Life",3.0,6.31,4
Dare no Tame ni Sakura wa Saku,UNKNOWN,1.0,5.19,4
BanG Dream! 2nd Season,UNKNOWN,13.0,7.59,4
BanG Dream! 3rd Season,UNKNOWN,13.0,8.02,4
BanG Dream! Garupa☆Pico,Comedy,26.0,7.75,4
Promedicus,UNKNOWN,4.0,5.45,4
Naniiro no Nani,Slice of Life,1.0,5.83,3
Golden Kamuy OVA,"Action, Adventure",1.0,7.23,4
Wo Shi Jiang Xiaobai (2018),"Drama, Romance, Slice of Life",1.0,6.84,4
Huan Jie Wang,"Action, Adventure, Fantasy",20.0,6.48,4
Tian Yu,"Action, Adventure, Fantasy",13.0,6.03,4
Oshi ga Budoukan Ittekuretara Shinu,"Comedy, Girls Love",12.0,7.43,4
Yami Shibai 6,"Avant Garde, Horror, Supernatural",13.0,6.17,4
Ling Yu 4th Season,Fantasy,12.0,6.52,4
Ling Yu 5th Season,Fantasy,12.0,6.39,4
Ling Yu 6th Season,Fantasy,12.0,5.87,4
Godzilla 3: Hoshi wo Kuu Mono,"Action, Adventure, Sci-Fi",1.0,6.22,4
One Piece: Episode of Sorajima,"Action, Adventure, Fantasy",1.0,7.17,4
Gaikan Chiba,Drama,1.0,5.43,4
Senjou no Valkyria Special,Comedy,1.0,5.38,4
Code:Realize - Sousei no Himegimi - Set a Thief to Catch a Thief,"Fantasy, Romance",1.0,6.74,4
Chikyuugai Shounen Shoujo,"Adventure, Sci-Fi",6.0,6.85,4
Uchuu no Hou: Reimei-hen,Sci-Fi,1.0,5.09,4
Uma Musume: Pretty Derby - BNW no Chikai,Sports,3.0,7.13,3
Ueno-san wa Bukiyou,Comedy,12.0,6.57,4
ReLIFE: Kanketsu-hen Specials,Slice of Life,2.0,6.89,3
Seikaisuru Kado: Beyond Information,Sci-Fi,1.0,6.03,4
Baa-cha no Kingyo,Slice of Life,1.0,6.12,3
Ani ni Tsukeru Kusuri wa Nai! 2,"Comedy, Slice of Life",24.0,7.73,4
Nakanohito Genome [Jikkyouchuu],"Comedy, Drama",12.0,6.87,4
Mu Wang Zhi Wang: Han Tie Dou,"Action, Mystery, Romance",21.0,6.21,4
Sketch,UNKNOWN,1.0,5.47,4
Quanzhi Gaoshou 2,Action,12.0,7.92,4
Mahou Shoujo Lyrical Nanoha A's Picture Drama,Comedy,1.0,5.72,4
Mahou Shoujo Lyrical Nanoha StrikerS Picture Drama,Comedy,1.0,5.62,4
Wu Shan Wu Xing (2020),"Action, Fantasy",3.0,7.82,4
Wan Jie Xian Zong,"Action, Adventure, Fantasy, Romance",40.0,7.21,4
Hua Jianghu: Huan Shi Men Sheng,"Drama, Fantasy, Mystery, Romance",20.0,6.3,4
Lilitales,Hentai,4.0,6.03,4
Yatogame-chan Kansatsu Nikki,"Comedy, Slice of Life",12.0,6.25,4
Rocket Dive,UNKNOWN,1.0,5.19,4
Hentatsu,Comedy,9.0,5.3,4
Shoumetsu Toshi,"Action, Adventure, Drama, Fantasy, Mystery",12.0,5.47,3
Neo-Aspect,UNKNOWN,1.0,7.42,4
Mou Ichido Luminous,UNKNOWN,1.0,6.49,4
3D Kanojo: Real Girl 2nd Season,Romance,12.0,7.67,4
Fukigen na Mononokean Tsuzuki,"Comedy, Supernatural",13.0,7.57,4
Gakuen Babysitters Special,UNKNOWN,1.0,7.74,4
King of Prism: Shiny Seven Stars I - Prologue x Yukinojou x Taiga,Sports,1.0,5.96,3
IDOLiSH7 Second Beat!,Drama,15.0,8.14,4
Caramel Honey,"Boys Love, Comedy",30.0,6.78,4
Mayonaka no Occult Koumuin,"Fantasy, Mystery",12.0,6.73,4
Kaze ga Tsuyoku Fuiteiru,"Drama, Sports",23.0,8.39,3
Pokemon Movie 22: Mewtwo no Gyakushuu Evolution,"Action, Adventure, Comedy, Fantasy",1.0,6.14,4
"Chuunibyou demo Koi ga Shitai! Movie: Take On Me - Weekly Short Movie ""Kotatsu DE Photo Session""",Comedy,3.0,6.54,4
Kirakira Happy★Hirake! Cocotama,"Fantasy, Slice of Life",55.0,6.59,4
Youkai Watch Movie 5: Forever Friends,"Comedy, Supernatural",1.0,6.55,4
Yakusoku no Nanaya Matsuri,"Drama, Sci-Fi",1.0,6.69,4
Hoshiai no Sora,"Drama, Sports",12.0,7.59,3
Märchen Mädchen Specials,Fantasy,2.0,6.0,4
Piano no Mori (TV) 2nd Season,Drama,12.0,7.42,4
Zombieland Saga,"Award Winning, Comedy, Supernatural",12.0,7.51,4
Mahou Shoujo Tokushusen Asuka,"Action, Drama",12.0,6.33,4
Youkoso Japari Park,"Adventure, Comedy, Fantasy",36.0,5.84,4
Kaijuu no Kodomo,"Award Winning, Drama, Mystery, Supernatural",1.0,7.2,4
Domestic na Kanojo,"Drama, Romance",12.0,6.67,4
Nekopara: Koneko no Hi no Yakusoku,"Comedy, Romance",1.0,7.02,4
"Kumo desu ga, Nani ka?","Action, Adventure, Comedy, Fantasy, Mystery",24.0,7.45,4
Aggressive Retsuko (ONA) 2nd Season,Comedy,10.0,7.74,4
Trinity Seven Movie 2: Heavens Library to Crimson Lord,"Action, Comedy, Fantasy, Romance, Ecchi",1.0,7.34,4
Violet Evergarden Movie,"Award Winning, Drama, Fantasy",1.0,8.9,4
Uchuu Senkan Tiramisù II,"Comedy, Sci-Fi, Slice of Life",13.0,6.52,4
Golden Kamuy 2nd Season,"Action, Adventure",12.0,8.24,4
Gurazeni Season 2,Sports,12.0,6.73,3
JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,"Action, Adventure, Supernatural",39.0,8.58,3
Jingai-san no Yome,"Comedy, Fantasy, Romance",12.0,5.78,4
Watashi ni Tenshi ga Maiorita!,"Comedy, Girls Love",12.0,7.29,4
B: The Beginning Succession,"Action, Mystery, Supernatural, Suspense",6.0,6.19,3
Asobi Asobase: Cosplay Taikai/Otona no Watashi e,Comedy,1.0,7.52,4
Devils Line: Anytime Anywhere,"Action, Drama, Romance, Supernatural",1.0,6.92,4
Girly Air Force,"Action, Sci-Fi",12.0,6.15,4
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,Comedy,12.0,8.41,4
Kimetsu no Yaiba,"Action, Award Winning, Fantasy",26.0,8.5,3
Asobi Asobase Specials,Comedy,2.0,7.59,4
Bungou Stray Dogs 3rd Season,"Action, Mystery, Supernatural",12.0,8.22,3
Strike Witches: 501 Butai Hasshin Shimasu!,"Comedy, Sci-Fi",12.0,6.58,4
Strike Witches: Road to Berlin,"Action, Sci-Fi, Ecchi",12.0,7.34,4
Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches,Sci-Fi,12.0,6.69,4
Re:Stage! Dream Days♪,Slice of Life,12.0,6.67,3
Toe! Space Attendant Aoi,"Action, Sci-Fi",1.0,5.5,4
Shika no Ou: Yuna to Yakusoku no Tabi,"Action, Adventure, Fantasy",1.0,6.87,4
Yuukai Anna,"Action, Adventure, Romance",1.0,4.59,3
"15-sai, Kyou kara Dousei Hajimemasu.","Drama, Romance",30.0,5.71,4
Beatless Final Stage,"Action, Drama, Romance, Sci-Fi",4.0,6.8,4
Monster Strike the Movie: Sora no Kanata,"Action, Fantasy",1.0,6.15,4
Monster Strike The Animation,"Action, Fantasy",63.0,6.63,4
Lipton #watashitolipton,Slice of Life,3.0,5.54,3
Monster Strike The Animation Episode 0,"Action, Fantasy",1.0,5.59,4
Free! Dive to the Future - Soushun no Build-up!,Comedy,1.0,7.56,4
Green Dakara x Mirai no Mirai,UNKNOWN,2.0,5.25,4
Moom: Hajimari no Monogatari,UNKNOWN,1.0,5.63,4
Muchi Muchi Kyousei Seichouchuu!!!,Hentai,2.0,6.88,4
Kansen Sodom,Hentai,1.0,6.08,4
Tinderbox,Hentai,2.0,6.22,4
Soikano: Gyutto Dakishimete - The Animation,Hentai,1.0,6.94,4
Tiny Evil,"Supernatural, Hentai",4.0,7.08,4
Nuresuke JK Ameyadori Rape,Hentai,2.0,6.59,4
Hasande Ageru,Hentai,2.0,6.14,4
Ane Chijo♥Max Heart,Hentai,4.0,6.63,4
Elf no Oshiego to Sensei,"Fantasy, Hentai",2.0,6.5,4
Kyonyuu JK ga Ojisan Chinpo to Jupo Jupo Iyarashii Sex Shitemasu.,Hentai,2.0,6.64,4
Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu,"Adventure, Comedy, Fantasy",1.0,8.45,4
Graduation,UNKNOWN,1.0,4.74,4
Haru Yasumi no Yoru,UNKNOWN,1.0,5.16,4
Bouken no Susume,UNKNOWN,1.0,5.22,4
"""Calpis"" Hakkou Monogatari",UNKNOWN,1.0,4.62,4
Kyoukaisenjou no Horizon Special,"Action, Fantasy, Sci-Fi",1.0,6.32,4
Crescendo Story,UNKNOWN,1.0,5.35,4
Shoujo☆Kageki Revue Starlight Specials,Comedy,3.0,6.93,4
Rikaisha,UNKNOWN,1.0,6.16,4
WiSH VOYAGE,UNKNOWN,1.0,7.0,4
Pop in Q Dance MV,UNKNOWN,1.0,5.46,4
Oi-san to 40 no Monogatari,Slice of Life,41.0,5.45,3
Namakura Gatana: Kunoichi-hen,Ecchi,1.0,4.56,4
One Room: Second Season - Hanasaka Yui no Prologue,Slice of Life,1.0,5.78,3
Endro~!,"Fantasy, Slice of Life",12.0,6.92,4
Oshiego ni Kyouhaku Sareru no wa Hanzai desu ka?,UNKNOWN,1.0,5.56,4
Fin-tan to Sauna ni Nyuurou,Slice of Life,1.0,4.74,3
Harukana Receive: Yokoku,Sports,11.0,5.79,3
Poputepipikku Kinen,Sports,1.0,6.3,3
Kkoma Bus Tayo,UNKNOWN,26.0,5.65,4
Kkoma Bus Tayo 2,UNKNOWN,26.0,5.61,4
Kkoma Bus Tayo 3,UNKNOWN,26.0,5.43,4
Kkoma Bus Tayo 4,UNKNOWN,26.0,5.5,4
Zoo: Hidamari no Shi,Sci-Fi,1.0,6.2,4
Kono Oto Tomare!,"Drama, Romance",13.0,7.92,4
Girls & Panzer: Saishuushou Part 2,UNKNOWN,1.0,8.06,4
Ken En Ken: Aoki Kagayaki,"Action, Adventure, Fantasy",13.0,6.01,4
Fate/Grand Order: Zettai Majuu Sensen Babylonia,"Action, Fantasy, Supernatural",21.0,7.94,4
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 1 - Wandering; Agateram,"Action, Fantasy, Supernatural",1.0,6.85,4
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,"Action, Fantasy, Supernatural",1.0,7.58,4
Digimon Adventure: Last Evolution Kizuna,"Action, Adventure, Comedy, Drama",1.0,8.17,4
"Okoshiyasu, Chitose-chan","Comedy, Slice of Life",24.0,6.69,4
Hachigatsu no Cinderella Nine,Sports,12.0,6.11,3
Hatsujou Switch: Otosareta Shoujo-tachi - The Animation,Hentai,1.0,6.36,4
Ensemble Girls!!,UNKNOWN,1.0,5.65,4
Mix: Meisei Story,"Drama, Romance, Sports",24.0,7.22,4
5-toubun no Hanayome,"Comedy, Romance",12.0,7.66,4
Mahou Shoujo Site Recaps,"Drama, Horror, Supernatural",2.0,6.21,4
Hotohashiru,Supernatural,1.0,6.08,4
Maken no Hime wa Ero Ero desu,"Fantasy, Hentai",4.0,6.22,4
Tales of HR,Comedy,13.0,6.09,4
Tales of Puppet,"Comedy, Fantasy",16.0,5.95,4
Matsugae wo Musubi,Drama,1.0,6.51,4
Soredemo Tsuma wo Aishiteru 2,Hentai,2.0,6.17,4
Out Of My Head,Sci-Fi,1.0,5.66,4
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",Slice of Life,12.0,7.73,3
Full Metal Panic! Invisible Victory Intermission,Action,2.0,6.3,4
Namu Amida Butsu! Rendai Utena,Fantasy,12.0,6.06,4
Kouryuu Densetsu Villgust PV,"Action, Adventure, Comedy, Fantasy",1.0,5.49,4
3-gatsu no Lion: Ugoku! Nya Shogi,UNKNOWN,10.0,6.04,4
Circlet Princess,"Sci-Fi, Sports",12.0,5.96,4
HuGoo.n no Hug Hug Song,UNKNOWN,1.0,4.95,4
Kabukichou Sherlock,"Comedy, Drama, Mystery",24.0,6.89,4
Rinshi!! Ekoda-chan,"Comedy, Slice of Life",11.0,5.53,4
Iya na Kao sare nagara Opantsu Misete Moraitai 2,Ecchi,6.0,5.9,4
Seizei Ganbare! Mahou Shoujo Kurumi 2nd Season,UNKNOWN,25.0,6.01,4
Anitore! XX: Hitotsu Yane no Shita de Specials,"Comedy, Sports, Ecchi",6.0,5.05,4
Kino no Tabi: The Beautiful World - The Animated Series - Haikyo no Kuni - On Your Way,Adventure,27.0,6.31,4
Heavy Object: Dai 37 Kidou Seihi Daitai - Sakusen Kiroku,Action,1.0,6.29,4
Chainsaw Bunny,"Comedy, Horror, Supernatural, Suspense",1.0,5.07,4
